,nox,nox_categoria
100,19.58245,Bajo
101,22.24125,Bajo
102,29.63875,Bajo
103,38.75688333333333,Medio
104,43.36296666666667,Medio
105,45.2533,Medio
106,37.868966666666665,Medio
107,29.4691,Bajo
108,20.664215,Bajo
109,19.08981,Bajo
110,31.0507,Bajo
111,28.8181,Bajo
112,16.886689999999998,Bajo
113,15.933966666666668,Bajo
114,22.57945,Bajo
115,23.0122,Bajo
116,30.4596,Bajo
117,39.84725,Medio
118,33.86273333333333,Medio
119,42.84005,Medio
120,34.07465,Medio
121,26.0174,Bajo
122,22.82705,Bajo
123,18.2039,Bajo
124,17.3994,Bajo
125,22.16415,Bajo
126,34.38195,Medio
127,27.516606666666664,Bajo
128,32.1218,Medio
129,23.515066666666662,Bajo
130,21.648866666666663,Bajo
131,13.955816666666664,Bajo
132,9.68815,Bajo
133,8.604025,Bajo
134,5.17917,Bajo
135,4.84056,Bajo
136,5.08083,Bajo
137,10.550136666666669,Bajo
138,14.70935,Bajo
139,24.2194,Bajo
140,24.0914,Bajo
141,29.7595,Bajo
142,32.85493333333333,Medio
143,33.01656666666667,Medio
144,45.0666,Medio
145,30.58412333333333,Bajo
146,41.2974,Medio
147,21.88169333333333,Bajo
148,15.965656666666666,Bajo
149,14.149423333333331,Bajo
150,20.49707,Bajo
151,26.680266666666668,Bajo
152,25.911900000000003,Bajo
153,26.023266666666668,Bajo
154,18.03403,Bajo
155,10.399546666666666,Bajo
156,6.9712,Bajo
157,3.30445,Bajo
158,4.46333,Bajo
159,13.417585,Bajo
160,11.86001,Bajo
161,11.57353,Bajo
162,15.109323333333334,Bajo
163,20.211666666666662,Bajo
164,24.204966666666667,Bajo
165,29.2204,Bajo
166,29.191233333333333,Bajo
167,25.29756666666667,Bajo
168,23.63565,Bajo
169,31.1629,Bajo
170,15.894675,Bajo
171,15.55815,Bajo
172,13.656335,Bajo
173,14.84955,Bajo
174,21.70583,Bajo
175,45.60120333333333,Medio
176,72.02426666666666,Alto
177,69.41726666666666,Alto
178,55.82083333333333,Alto
179,43.31256666666667,Medio
180,22.66614,Bajo
181,14.204045,Bajo
182,10.899515,Bajo
183,14.757765,Bajo
184,15.4574,Bajo
185,20.35315333333333,Bajo
186,39.8335,Medio
187,42.85233333333334,Medio
188,55.1981,Alto
189,49.35633333333334,Medio
190,67.73815,Alto
191,60.6124,Alto
192,34.80935,Medio
193,28.2981,Bajo
194,12.926,Bajo
195,12.852,Bajo
196,14.94325,Bajo
197,18.61475,Bajo
198,17.0428,Bajo
199,42.8241,Medio
200,58.4521,Alto
201,75.25233333333334,Alto
202,96.7908,Alto
203,64.7031,Alto
204,38.9742,Medio
205,24.77253333333333,Bajo
206,26.644166666666667,Bajo
207,27.31733333333333,Bajo
208,22.98443333333333,Bajo
209,18.14107,Bajo
210,34.9974,Medio
211,42.60053333333333,Medio
212,40.23556666666666,Medio
213,50.88046666666667,Medio
214,43.4318,Medio
215,38.6994,Medio
216,31.54603333333333,Bajo
217,31.471933333333336,Bajo
218,27.3531,Bajo
219,20.657400000000003,Bajo
220,18.4561,Bajo
221,17.228655,Bajo
222,19.6198,Bajo
223,40.54306,Medio
224,58.0086,Alto
225,49.20515,Medio
226,46.76976666666667,Medio
227,31.338766666666668,Bajo
228,30.35833333333333,Bajo
229,38.33575,Medio
230,29.49335,Bajo
231,24.4305,Bajo
232,29.3151,Bajo
233,50.35605,Medio
234,41.69976666666667,Medio
235,37.101333333333336,Medio
236,41.1242,Medio
237,41.52496666666666,Medio
238,37.91686666666666,Medio
239,31.41313333333333,Bajo
240,30.63543333333333,Bajo
241,18.65313,Bajo
242,14.72214,Bajo
243,9.34024,Bajo
244,9.00967,Bajo
245,8.44909,Bajo
246,23.79043333333333,Bajo
