,no,no_sqrt
448,3.249423333333333,1.8026156920800764
449,2.3371633333333333,1.5287783794040695
450,1.6684333333333334,1.2916784945695015
451,3.608766666666667,1.8996754108706748
452,5.5491,2.355652775771506
453,4.7692,2.1838498116857763
454,5.334673333333334,2.309691177047991
455,9.579,3.094995961225152
456,10.876336666666669,3.297929148218116
457,9.830426666666666,3.135351123345943
458,13.576533333333332,3.684634762542053
459,11.22112,3.349794023518461
460,14.601133333333332,3.8211429354753705
461,14.133329666666668,3.759432093636839
462,17.56182,4.190682521976582
463,18.58818666666667,4.311401937498599
464,23.57723333333333,4.855639333119103
465,19.03013333333333,4.362354104532704
466,13.560123333333332,3.6824072742342517
467,9.168066666666668,3.027881547661115
468,6.076663333333333,2.4650889098232
469,2.50585,1.5829876815692534
470,1.17759,1.0851681897291312
471,1.2993073333333334,1.1398716301993543
472,1.6704133333333333,1.292444711905826
473,0.9209406666666666,0.9596565357807274
474,1.7625,1.3275918047351754
475,2.94995,1.7175418481073466
476,5.1176,2.262211307548435
477,4.26565,2.065345007498747
478,6.84775,2.6168205899526242
479,14.5751,3.8177349305576467
480,8.97755,2.9962559970736815
481,7.6601,2.767688566294987
482,4.7317,2.175247112398957
483,2.1558,1.4682642813880613
484,1.5175,1.231868499475492
485,0.4511,0.6716397844082794
486,7.3015,2.7021287904169187
487,24.236700000000003,4.923078305288268
488,44.83995,6.696263883689173
489,43.404250000000005,6.588190191547296
490,75.3171,8.678542504360971
491,41.97975,6.479178188628555
492,25.3788,5.03773758744935
493,18.81345,4.337447406021195
494,16.8046,4.099341410519499
495,12.89695,3.591232379003063
496,12.7918,3.576562595565748
497,12.1209,3.4815082938289836
498,8.27285,2.8762562472770052
499,10.10925,3.1795046784051126
500,9.7554,3.1233635715363013
501,14.014600000000002,3.7436078854495434
502,19.58885,4.425929280953323
503,24.0915,4.908309281208754
504,11.0895,3.330090088871471
505,12.8408,3.5834062008095033
506,2.42355,1.5567755136820467
507,4.0918,2.022819814022
508,3.21255,1.7923587810480355
509,6.3828,2.526420392571276
510,11.976,3.4606357797375904
511,40.9842,6.401890345827551
512,78.7085,8.871781106406988
513,56.1116,7.490767650915359
514,33.514700000000005,5.789188198702821
515,23.68675,4.866903533048503
516,16.8596,4.106044325138247
517,5.0762,2.2530423875284726
518,3.07505,1.7535820482657776
519,3.78935,1.9466252849482872
520,3.31475,1.8206454899293272
521,2.58195,1.6068447342540597
522,3.5788,1.8917716564109952
523,7.55135,2.7479719794786845
524,6.5421000000000005,2.5577529200452496
525,7.0576,2.656614386771253
526,8.75555,2.9589778640604933
527,16.36565,4.045448059238927
528,11.79015,3.433678785209822
529,12.1761,3.4894268870403344
